id,correctAgg,answered,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
6,sum,count,TRUE,1,0,7687,Female,"Some college, no degree",35-44,no,,Know,The median amount in a set of numbers,IDK,,Know,The average amount or middle number in a set of numbers,IDK,,2,never,< 1/m,< 1/m,ttiJdOZGbQWXQ0pZ7I0gT27Y42G3,simple
7,max,count,TRUE,1,0,6248,Female,"Some college, no degree",35-44,no,,Know,The median amount in a set of numbers,IDK,,Know,The average amount or middle number in a set of numbers,IDK,,2,never,< 1/m,< 1/m,ttiJdOZGbQWXQ0pZ7I0gT27Y42G3,simple
8,iqr,stdev,TRUE,1,0,25994,Female,"Some college, no degree",35-44,no,,Know,The median amount in a set of numbers,IDK,,Know,The average amount or middle number in a set of numbers,IDK,,2,never,< 1/m,< 1/m,ttiJdOZGbQWXQ0pZ7I0gT27Y42G3,simple
9,max,count,TRUE,1,0,8875,Female,"Some college, no degree",35-44,no,,Know,The median amount in a set of numbers,IDK,,Know,The average amount or middle number in a set of numbers,IDK,,2,never,< 1/m,< 1/m,ttiJdOZGbQWXQ0pZ7I0gT27Y42G3,simple
0,count,sum,TRUE,1,0,6411,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
1,max,max,FALSE,2,1,11718,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
10,count,sum,TRUE,1,0,8918,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
11,avg,avg,FALSE,1,0,7462,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
12,stdev,avg,TRUE,1,0,5941,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
13,sum,avg,TRUE,1,0,8265,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
14,median,avg,TRUE,1,0,8283,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
15,min,min,FALSE,1,0,5192,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
16,iqr,median,TRUE,1,0,4627,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
17,stdev,avg,TRUE,1,0,4485,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
18,count,sum,TRUE,1,0,6532,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
19,sum,max,TRUE,1,0,3849,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
2,iqr,median,TRUE,1,0,7485,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
20,min,min,FALSE,1,0,3668,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
21,max,avg,TRUE,1,0,3914,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
22,avg,min,TRUE,1,0,16069,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
23,median,avg,TRUE,1,0,4548,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
24,min,min,FALSE,1,0,3535,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
25,median,min,TRUE,1,0,8700,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
26,iqr,median,TRUE,1,0,5419,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
27,max,avg,TRUE,1,0,3134,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
28,stdev,median,TRUE,1,0,4397,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
29,avg,avg,FALSE,1,0,5217,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
3,median,min,TRUE,1,0,6939,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
30,count,count,FALSE,1,0,4807,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
31,sum,count,TRUE,1,0,9926,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
4,avg,avg,FALSE,1,0,5238,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
5,stdev,median,TRUE,1,0,13770,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
6,sum,max,TRUE,1,0,5165,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
7,min,min,FALSE,1,0,3818,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
8,iqr,median,TRUE,1,0,8654,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
9,max,avg,TRUE,1,0,4148,Female,"Graduate (MS, PhD) or Professional degree",35-44,no,,Know,It is the sum of numbers divided by the total of the numbers.,IDK,,Know,It is the halfway point of a number set.,IDK,,2,< 1/m,< 1/m,never,tttsCLZkoQPMqRUm3RZg3G8szyI3,simple
0,stdev,iqr,TRUE,2,1,4905,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
1,avg,median,TRUE,2,1,5432,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
10,avg,avg,FALSE,2,1,5822,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
11,max,max,FALSE,1,0,2298,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
12,iqr,stdev,TRUE,1,0,3739,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
13,count,count,FALSE,2,1,11007,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
14,median,avg,TRUE,1,1,5276,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
15,min,min,FALSE,1,1,2566,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
16,iqr,iqr,FALSE,1,0,3059,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
17,count,stdev,TRUE,2,1,3825,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
18,median,avg,TRUE,1,0,4232,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
19,stdev,stdev,FALSE,1,1,2901,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
2,count,max,TRUE,1,1,2824,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
20,avg,avg,FALSE,1,1,5043,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
21,max,max,FALSE,1,1,5137,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
22,sum,count,TRUE,1,1,4437,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
23,min,min,FALSE,1,1,2915,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
24,sum,max,TRUE,1,0,2615,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
25,iqr,stdev,TRUE,1,0,2552,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
26,median,median,FALSE,1,1,4364,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
27,stdev,iqr,TRUE,1,0,3122,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
28,min,min,FALSE,1,1,2909,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
29,avg,avg,FALSE,1,1,3273,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
3,max,max,FALSE,1,1,3600,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
30,max,max,FALSE,1,1,3201,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
31,count,sum,TRUE,1,1,3100,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
4,iqr,stdev,TRUE,1,0,3561,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
5,median,avg,TRUE,2,2,9511,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
6,min,min,FALSE,1,1,2908,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
7,sum,max,TRUE,1,1,2528,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
8,stdev,iqr,TRUE,1,1,3636,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
9,sum,sum,FALSE,1,0,4214,Male,Associate or Bachelors degree,25-34,no,,Know,middle or typical value,Know,measure of variation,Know,"half above, half below",Know,measure of variation,4,< 1/d,>= 1/d,< 1/d,uk7uoVzZ7LQE3wVTiQo2HHpGpZK2,static
0,count,count,FALSE,3,2,26677,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
1,avg,avg,FALSE,2,1,19707,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
10,iqr,iqr,FALSE,1,0,5390,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
11,count,count,FALSE,1,0,12468,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
12,median,median,FALSE,2,1,9886,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
13,sum,sum,FALSE,1,0,4644,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
14,min,min,FALSE,2,1,8908,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
15,stdev,iqr,TRUE,2,1,7871,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
16,min,min,FALSE,1,0,6266,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
17,count,count,FALSE,2,1,8397,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
18,sum,sum,FALSE,1,0,4781,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
19,median,median,FALSE,2,1,12568,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
2,min,min,FALSE,1,1,6756,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
20,max,max,FALSE,1,0,4193,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
