rationale_id,agg,rank-elaborate,rank-simple,rank-baseline,rank-static,rationale,about elaborate,about simple,about baseline,about static,Overall,posTag,negTag
468,max,1,1,2,3,"I chose the third transition as first as it showcased a line through the maximum points before erasing that line and all lower points from the set, describing what the maximum is the best. The  second transition is only second because it does not add in that information, but it does erase lower points in the set. The first transition is static, so no animations are shown and it describes the maximum the least.",good:extra_line,,,bad:no-animation,,Clear Metaphor,
469,median,1,2,3,4,I like that it looks like both sides are being counted in front of the viewer,,,,,good:counting,,
470,stdev,2,1,3,4,"I like that you see each part, but I like the simplicity of the one I ranked first",,good:simple,,,,,
471,iqr,2,1,4,3,"I like the simplicity of the one I ranked first, while it is still clear what it is showing",,good:simple,,,,,
472,count,2,1,3,4,"I liked when it lined up all the dots, and my first choice was smoother",,"good:smooth, good:aligning",,,,,
473,min,1,1,2,3,"The third transition is the best because it showed a line through the minimum of the sets before deleting all higher points and the line, thus showcasing the best which element is the minimum and why. The second transition does not use the line at all and only eliminates higher elements than the minimum in the animation, which is why it is only second. The first transition is last due to no animations being used, therefore it does not do anything into aiding why what is shown is the minimum.",good:extra_line,,,bad:no-animation,,Clear Metaphor,
474,avg,2,1,3,4,the animation of the 3rd and 4th chart makes the transition of average much clearer.,,,,,,Clear Metaphor,
475,stdev,2,1,3,4,"I thought that the standard deviations come out of nowhere everytime, so I didn't really like any of them",,,,,none-of-them-makes-sense,,
476,count,2,1,3,4,"The transition between raw numbers and count should take a little time, so the ones with animation time are ranked highest.",,,,,,,
477,max,2,2,3,1,I felt that no animation was necessary to show that the topmost element is the maximum of each set.,,,,,good:no-need-animation,,Animation Unnecessary
478,avg,1,3,2,4,Knowing that every value is accounted for in the average. ,,,,,good:contribution,,
479,median,1,2,3,4,"In the transition marked first, the counting down on each point gives the clear sense that median is the measure being taken on the data.",,,,,good:counting,,
480,stdev,2,1,3,4,"None of these are particularly good at showing one standard deviation because none of them show how the standard deviation is computed or what the grey bar actually means (not that I know of a good way to show this, I find standard deviation to be a very hard thing to visualize).  Of these options, it is essential to show the grey area on either side of the line as equal size indicating one standard deviation from the mean.",,good:mark_avg,,,none-of-them-makes-sense,,Metaphor Unclear
481,count,1,2,3,4,Stacking the dots gives a sense of counting them while directly transitioning is not very helpful,,,,,good:one-by-one,Clear Metaphor,
482,sum,3,4,1,2,There is a change in the axis involved so the transition does not really help with the sum,,,,,good:axis_change,,
483,min,2,2,3,1,"Similar to my answer for maximum, I felt that no animation was necessary. That being said, the line-drawing animation felt easier to see than the fade-out.",,,,,"good:no-need-animation, same_as_max",,Animation Unnecessary
484,avg,1,2,3,4,I like extra lines when it comes to understading averge,,,,,good:extra_line,,
485,median,2,1,4,3,Giving two colors for the dots separated by the median is very useful in visualizing.,,,,,good:separating,,
486,stdev,4,3,1,2,Having the standard deviation overlay a second with the original dots makes the standard deviation more clear as it shows how much dots it covers. The other transitions are not very helpful,,,good:keep-points,,,,
487,count,2,1,4,3,the first and second make it way more obvious what is going on by actually doing the count,,,,,good:seems-like-counting,Clear metaphor,
488,max,3,3,2,1,"Again, maximum is an easy and well known concept to present. The 1st one has the shortest animation time, cut to the chase.",,,,,"good:simple, no-need-animation",,Animation Should Be Faster
489,avg,1,2,3,4,The fourth one can better persuade me that is the average,,,,,,,
490,count,2,1,3,4,Whether the animation appeared to be counting the elements or not.,,,,,good:seems-like-counting,,
491,min,3,3,2,1,"Same rationale as the maximum, minimum is an easy concept to present and doesn't need that much animation ",,,,,"good:simple, no-need-animation, same_as_max",,Embellished Animation Unnecessary
492,max,2,2,3,1,Simplicity is best for max and i felt that the second too were too slow and took too long,,,bad:too-long,,good:simple,,Animation Should Be Faster
493,avg,3,1,2,4,Seeing the values move made it easier to tell exactly where they were going,,,,,,,
494,stdev,2,1,3,4,The animation of points moving together tells me its an average. The 1st ranked one is simpler than 2nd or 3rd.,,"good:mark_avg, good:simpler",,,,,
495,iqr,2,1,3,4,The colors make it clear that we are splitting the data into four parts. The simpler animations still are helpful over more complicated ones.,,"good:color_quartile, good:simple",,,,Clear metaphor,
496,count,2,1,4,3,Same  distance is a good visual cue for knowing it is being counted ,,,,,good:spread_out_evenly,,
497,sum,1,2,4,3,Show the process of the sum is more easy to understand,,,,,good:seems_like_adding,Understandable,
498,min,2,2,3,1,The second too are too slow and take too long for a minimum,,,bad:too-long,,,,Animation Should Be Faster
499,avg,3,2,1,4,Focus if the transition effectively explains how can we get the average of all the datapoints,,,,,,,
500,median,1,2,3,4,The more visual aid the better and easier to understanding,,,,,good:explanation,,
501,stdev,1,2,3,4,The more visual aid the easier and better to understand,,,,,good:explanation,,
502,iqr,1,2,3,4,The more visual aid the better and easier to understand,,,,,good:visual,,
503,max,2,2,1,3,"The second chart is the best since the points irrelevant to the maximum gradually fades and disappears. The third chart's has some additional useless transition, which is somewhat better than the first one.",bad:unnecessary,,good:fade-out,,,,Embellished Animation unnecessary
504,avg,1,2,3,4,"Same as the others, how appealing and how it shows the work done.",,,,,,Appealing,
505,sum,3,2,1,4,"The meaning of the animations. In the second one, I could perceive that aggregation since the data points were being added into themselves. The change of axis conveyed to me the meaning of it, since if the values are increasing, it's probably because summation is happening. ",,,good:seems_like_summing,,good:axis_change,,
506,min,2,2,1,3,"The same as the previous one. The second chart's transition fades out irrelevant information, the third chart has meaningless transition, but still better than the first one.",bad:unnecessary,,good:fade-out,,same_as_max,,Embellished Animation unnecessary
507,avg,1,3,4,2,The 1st place graph is much more clear than the other two ,,,,,,,
508,stdev,3,2,1,4,I only understood the 2nd one. I have no idea what the others are doing. ,,,,,no-idea,,Couldn't Follow Complex Animations
509,count,2,1,3,4,The standardizing of the size between the dots makes it easier to see what the total count is.,,,,,good:spread_out_evenly,,
510,max,2,2,1,3,1st and 2nd were pretty equivalent. 3rd was fine but was visually uninspiring. ,bad:uninspiring,,,,,,
511,avg,4,1,2,3,I really liked the showing the average and then how the points converge to that,,,,,good:avg_line,,
512,iqr,1,2,3,4,Showing how all the values factor into the median as in the last graph helps the user see what the average mean across the data points.,,,,,good:median,,
513,count,2,1,3,4,"The dots simply rearranged without overlapping each other, and simply numbered each one.",,,,,good:spread_out_evenly,,
514,min,2,2,1,3,1st and 2nd were practically equivalent and both demonstrated selecting the max by phasing out the others. 3rd was visually uninspiring.,bad:uninspiring,,,,,,
515,max,1,1,2,3,The horizontal line through the max point draws attention to the max.,,,,,good:extra_line,,
516,avg,1,2,3,4,Whether it marks the weight of each dot so that we know it's average not median,,,,,good:contribution,,
517,median,2,1,3,4,"The colors were incredible helpful. Of the two colored ones, the simpler one was easier to understand at a glance.",,good:simple,,,good:colors,Understandable,
518,stdev,1,2,3,4,"In this case, I felt that the ""bar chart"" animation really helped demonstrate how the figure was generated.",,,,,"good:bars, good:mark_avg",Clear Metaphor,
519,min,1,1,2,3,The horizontal line drawn through the min focuses my attention there.,good:extra_line,,,,,,
520,max,2,2,1,3,"It was clear which point was the maximum, and focus was drawn well. I didn't think the line was necessary.",bad:unnecessary,,,,,,Embellished Animation unnecessary
521,avg,3,1,2,4,I liked how the line for my first choice made it clear how it was the average.,,good:avg_line,,,,,
522,avg,2,3,1,4,The same reason as the previous question. It just came more intuitive to me.,,,good:intuitive,,,,
523,min,2,2,1,3,"Same as maximum, the fade away of non minimum points highlighted the min.",,,,,same_as_max,,
524,avg,1,2,3,4,"It's better to see the dots converging, but also important to see why the dots are converging",,,,,good:why-converging,,
525,count,2,1,3,4,I liked how the line up of data points emphasized the count.,,,,,good:aligning,,
526,sum,1,3,2,4,Seeing the relative value each data point contributed before summing was nice.,,,,,"good:seems_like_adding, good:contribution",,
527,max,2,2,1,3,More deliberate ways to show that we were only looking a one element in a set rather than some aggregation.,,,,,,,
528,avg,4,1,2,3,"Showing the dots slide into the average is helpful, you can see the average before the transition is over",,,,,good:avg_line,,
529,median,3,1,2,4,Showing the split of values greater/lesser than the median really drives the point home. ,,,,,good:separating,,
530,stdev,1,2,3,4,I liked seeing how far each point deviated from the mean before the one standard deviation boxes were drawn.,,,,,"good:bars, good:mark_avg",,
531,iqr,2,1,3,4,Seeing precisely which points fit into which quartile was great. Seeing them classified simultaneously was better than two at a time.,,good:simultaneously,,,good:separating,,
532,count,1,2,3,4,Showing how each value gets counted is intuitive before collapsing,,,,,good:one-by-one,Clear Metaphor,
533,min,2,2,1,3,More deliberate ways to show that we are looking at a single element in a set.,,,,,,,
534,avg,3,1,2,4,"i like that it shows the average first, helps distinguish it from being a median",,,,,good:avg_line,,
535,median,1,2,3,4,The colors really helped separate the high from low values,,,,,"good:colors, good:separating",,
536,stdev,1,2,3,4,"I didní_í_Œét particularly think any were intuitive, because I doní_í_Œét often see standard deviation represented in charts ",,,,,bad:none-of-them-intuitive,,Measure Was Too Confusing
537,count,2,1,3,4,how well the change vertical scale corresponded to where the points on the chart were.,,,,,,,
538,sum,1,3,2,4,The use of animations to convey the concept of individual elements being added together,,,,,,,
539,max,2,2,1,3,The extra line isní_í_Œét helpful in the third transition. The second is elegant,bad:unnecessary,,,,,,Embellished Animation unnecessary
540,min,2,2,1,3,"For the same reason as the maximum transitions, the second is best",,,,,same_as_max,,
541,avg,3,1,2,4,I liked following the dots to see where they were going with the line indication,,,,,good:avg_line,,
542,median,1,2,3,4,How the transitions display that a central item was chosen.,,,,,good:explanation,,
543,stdev,2,3,1,4,Being able to see the data and the bar helps,,,good:keep-points,,,,
544,iqr,2,1,3,4,Showing how the data is separated into the quartiles helps visually show the interquartile range with median.,,,,,"good:separating, good:median",Understandable,
545,count,2,1,3,4,The ones with smoothness and continuity made it easier to track the dots,,,,,,,
546,avg,1,2,3,4,I liked how it showed the difference from the values to average showing clearly the average that the values were to converge to.,,,,,good:deviation_from_mean,,
547,stdev,1,2,3,4,I'm honestly not really sure since I don't have a very good idea of what standard deviation is,,,,,idk-stdev,,Measure Was Too Confusing
548,iqr,1,2,3,4,"I'm not sure what interquartile range is, but I think the last two animations did a good job of expressing something related to four groups and the average",,,,,"good:grouping, good:average, Don't know IQR",,
549,count,2,1,4,3,"The smoothness of the transition to see the points not combined due to their value, but equally spread out to see the number of points.",,,,,,,
550,sum,1,3,2,4,"Clarity of combining all the elements together based on their value, and seeing the line for each point was helpful",,,,,,Clear Metaphor,
551,max,2,2,1,3,The smooth ones were better.  The one with the lines sticking out seemed unnecessary,bad:unnecessary,,good:smooth,,,,Embellished Animation unnecessary
552,avg,2,1,3,4,"I like the simplicity of the one I ranked first, while it is clear that the average might not land on a direct point",,good:simple,,,,,
553,min,2,2,1,3,The smooth ones were better than the abrupt one but the lines sticking out of one of them seemed unnecessary,bad:unnecessary,,,,,,Embellished Animation unnecessary
554,avg,1,2,3,4,More visual aid the better to make it easy to understand,,,,,good:easier-to-understand,,
555,stdev,1,2,3,4,"I ranked these in order of information they provide about what it is describing. I'm not really sure how standard deviation is normally calculated, so the details they have really help in my understanding of standard deviation.",,,,,,,Measure Was Too Confusing
556,iqr,2,1,3,4,"I wasn't that sure what interquartile range is, but I think the one ranked 1st really explained it to me. The one I ranked second is too busy (not sure why all the dots needed to pop out...) . The 3rd just had a fading transition which didn't help me at all, and the 4th had no transition which makes me think that the before and after are not that related.",,good:explanation,bad:no-meaning,bad:no-relation,,Understandable,Measure Was Too Confusing
557,max,1,1,2,3,Clear selection of top value by using a thick line while all points were visible,"good:extra_line, good:highlight",,,,same_as_max,Clear Metaphor,
558,avg,3,1,2,4,I felt that the animation that draws a line and collapses them was the easies to understand.,,,,,good:avg_line,,
559,count,2,1,4,3,clarity of equidistance in stacking. lack of animation is hard to see,,,,bad:no-animation,,,
560,min,1,1,2,3,"Again, seeing the line while we could see all the points was helpful for reference.","good:extra_line, good:highlight",,,,,,
561,avg,2,1,3,4,Ití_í_Œés nice to see where the average will be before dots start moving,,,,,good:avg_line,,
562,stdev,1,2,4,3,"4th is just unclear, 3rd - lack of animation is tough to track, 1st and 2nd are about the same",,,bad:unclear,bad:no-animation,,,Couldn't Follow Complex Animations
563,count,1,3,4,2,I think it is really smart to accumulate the numbers into the transition to help people understand that it is a count. 2nd is my personal taste as I think it is good to directly show up the count rather than some useless transitions.,,,,good:direct-without-useless-transition,,Likes Animated Movement,Animation Unnecessary
564,max,1,1,2,3,The third graphic is slightly more emphatic about choosing the highest value than the second is.,good:emphatic,,,,,,
565,avg,1,2,3,4,The use of the line to explicitly show where the new value of the point will be.,,,,,good:avg_line,,
566,iqr,1,2,3,4,I should say this is very similar to the previous one. I should copy and paste.,,,,,,,
567,count,2,1,3,4,The animation felt smoother and was slow enough that i could track it with my eyes,,,,,,,
568,sum,2,3,1,4,The one i rated 1st looks like it is summing everything up and combining things,,,good:seems_like_summing,,,,
569,min,1,1,2,3,The third graphic is the most emphatic about selecting the minimum.,good:emphatic,,,,,Clear Metaphor,
570,max,3,3,2,1,"The first one is most simple, it is obvious that the everything that disappeared are values that are not the maximum. I liked the second one as well, but thought the transition was a little slow. I wasn't sure what the purpose of the lines were on the 3rd one, so I ranked it last.",bad:why-line,,bad:too-long,good:simple,,,Embellished Animation Unnecessary
571,avg,1,2,3,4,Being able to see all the differences among the points lower and higher than the average was helpful. Getting to see the numbers gather towards the center was second best.,,,,,"good:deviation_from_mean, good:upper=lower",,
572,median,2,1,3,4,The colors made it really nice to understand 50% above and 50% below,,,,,"good:colors, good:separating",,
573,stdev,1,2,3,4,"I honestly don't understand std dev enough to comment on its graph, and none of the graphs really helped",,,,,idk-stdev,,Measure Was Too Confusing
574,iqr,2,1,3,4,The 4 colors made it really easy to understand that it was splitting it into 4 quarters,,,,,good:color_quartile,Clear metaphor,
575,min,1,1,3,2,"Compared to the the maximum charts, I now see the point of the lines in the 1st ranked distinction: it makes it obvious which points are the smallest ones. The second one and third one I thought were almost equally good, I just didn't like how slow the transition was on the 3rd ranked transition. ",good:highlight,,bad:too-long,,,Understandable,Animation Should Be Slower
576,avg,2,1,3,4,"The horizontal lines that were drawn show that it is average for me, since they dont align with a dot it seems more like an average",,,,,good:avg_line,,
577,count,2,1,3,4,"The transition that put all the dots uniformly along the line.The smoothness of the transition / The animation of the transition.",,,,,"good:spread_out_evenly, good:smooth, good:animation",,
578,sum,1,3,2,4,"The transition that shows the use of height of each dot.Animation speed.",,,,,"speed, good:line",,
579,max,1,1,2,3,"1st: best as it fades out unnecessary points, with a tick mark to show significance/importance of that particular point.2nd: fading out points3rd: no animation, hard to figure out what happened","good:extra_line, good:highlight",,,bad:hard-to-understand,same_as_max,,
580,min,1,1,2,3,"same as previous: fading points out helps, as well as extra tick mark.","good:extra_line, good:highlight",,,,,,
581,avg,1,2,3,4,The information conveyed along the transition. The use of animation.,,,,,,,
582,median,1,2,3,4,The amount of information conveyed during the transition and the amount of animation used.,,,,,,,
583,stdev,1,2,3,4,The amount of information conveyed and the use of animation.,,,,,,,
584,iqr,1,2,3,4,The amount of information conveyed along the transition and the use of animation / color.,,,,,"good:colors, good:animation",,
585,count,1,3,4,2,"The lines in the dots showed that the was interest in each specific dot, this would be of interest when deciding if this was a count or not. That was the most informative. Each other was less informative.",good:extra_line,,,,,Understandable,
586,sum,1,4,3,2,"They were all terrible in showing sum. The least terrible was the plot with most detail. Unless we actually count up each value how would we know they are calculating sum. Just guessing. Add some plus signs, add up small values at first then add those values,...something to show you are summing. Or even annotate ""These values are being summed""",,,,,none-of-them-makes-sense,,Metaphor Unclear
587,max,2,2,1,3,"1st rank: simple ideas always good. 2nd rank: animation is better than none especially when maximum seems easy to distinguish already. evokes the idea of a ""cap"" to the data.",bad:concept-is-easy-donít'wasteoftime,,good:simple,,,,
588,min,2,2,1,3,"Same as with maximum. Simple animation > any clear and concise animation > no animation, but all are pretty good for minimum because it's a simple idea.",,,good:simple,,same_as_max,,
589,avg,4,1,3,2,"The 4th is interesting but too distracting. The one I ranked 1st, looks like values converge into the line. It could be convincing that it is calculating average. None of these are obvious that it transitions to the average. Unless we actually count the the values and calculate the average can we trust that this is the average? Most people will be too lazy. But they will believe you if you say it is the average.",bad:too_much,good:explanation,,,bad:all-hard-to-tell-what-it-is,,"Couldn't Follow Complex Animations, Metaphor Unclear"
590,median,3,2,4,1,"Well the 3rd ranked was the most fun to watch but it didn't quite have animations that were helpful towards the transition. The same with the 2nd, moving the dots to the side aren't helpful. The 1st was fastest and most useful towards the goal. 4th is too slow.",bad:no-meaning,bad:no-meaning,bad:slow,good:fast,,,Animation Should Be Faster
591,stdev,4,1,3,2,1st ranked because it is most informative and not too slow. ,,good:not-slow,,,,,
592,iqr,3,2,4,1,"I don't know what Interquartile Range with Median means. But the transitions with a gradient will always be annoying so that is ranked 4th. The 3rd and second are fun to watch, but I don't think that add to in informing the viewer what the data entails and are distracting.",bad:distracting,bad:distracting,bad:annoying,,don't-know-iqr,,Measure Was Too Confusing
593,count,1,2,3,4,"I like the explicit ordering of the points, then an aggregation into a count.",good:ordering,,,,,,
594,sum,1,2,3,4,"I like the visual use of the vertical lines, and then their aggregation as the scale changes.",,,,,"good:extra_line, good:scale_changes",,
595,max,1,1,2,3,"All pretty clear, but having the line through emphasizes it better","good:extra_line, good:highlight",,,,,Clear Metaphor,
596,min,1,1,2,3,"Same thing as maximum, line through it highlights minimum bette","good:extra_line, good:highlight",,,,same_as_max,,
597,avg,1,2,3,4,"The explicit vertical lines show the different weightings by value, which is quite compelling.",,,,,good:bars,Clear Metaphor,
598,median,1,2,3,4,The explicit counting into the center is quite reminiscent of counting on both sides to find the median.,,,,,good:counting,,
599,stdev,1,2,3,4,"Vertical lines explicitly show sum, which is more evocative of average.",,,,,"good:bars, good:mark_avg",Clear Metaphor,
600,iqr,1,2,3,4,"I like the counting in with colors, makes it clear that this is median.",,,,,"good:median, good:color",Clear Metaphor,
601,count,2,1,3,4,"the transition animation make the distance between each data point equal, which means that the data point's value would not matter, which means this is the count",,,,,"good:spread_out_evenly, good:smooth, good:animation",,
602,sum,1,2,3,4,"Each line in the animation represents the distance between it to the origin point (0), which represents the value. The animation tells me ""adding value together""",,,,,"good:extra_line, good:seems_like_summing",Clear Metaphor,
603,max,1,1,2,3,Line is a nice gridmark. Lack of animation is tough,"good:extra_line, good:highlight",,,bad:animation,,,
604,min,1,1,2,3,"Line is a nice gridmark. Animation is nice, but too slow is weird","good:extra_line, good:highlight",,,bad:animation,,,
605,avg,1,2,3,4,The line draw from each point to the average line is telling people this is the distance between data points and average.,,,,,good:bars,,
606,median,2,1,3,4,The shifting of position tells people they are grouped in to two groups. I think it would be better to show the count inside a group is equal to that of another group,,,,,"good:separating, good:upper=lower",,
607,stdev,1,2,3,4,"Same reason for average, the lines drawing from each data point to the average line tells a lot",,,,,"good:bars, good:mark_avg",,
608,iqr,2,1,3,4,Divide into 4 groups and take the central 2 groups is basically the definition of Interquartile Range with Median. The last one has too much animation I think,bad:too_much,,,,good:separating,,Embellished Animation Unnecessary
609,count,2,1,4,3,Ability to map points to semantics of count by retaining the data,,,,,good:semantic,,
610,sum,1,3,2,4,I liked the transition from a point to a length encoding in the last part,good:extra_line,,,,,,
611,max,3,3,1,2,I like seeing some animation so I know the graph changed. The lines in the 3rd option seemed too cluttered,bad:extra_distracting,,good:changing,,,,
612,min,3,3,1,2,Same reasoning as the maximum transitions. I liked the animation to see how the graph is updating ,bad:extra_distracting,,good:changing,,same_as_max,,
613,avg,1,2,3,4,It showed the components of the average first then showed a transition to it,,,,,good:avg_line,,
614,median,2,1,3,4,The transition for the second to last one was more direct. The last one had too much going on,bad:too_much,good:direct,,,,,Embellished Animation Unnecessary
615,stdev,1,2,3,4,The ones that showed the components of the calculation were clearer,,,,,,Understandable,
616,iqr,1,2,3,4,The last one had too much action. The second to last was quick but precise,,,,,,,Embellished Animation Unnecessary
617,count,2,1,3,4,I like the smooth transition more than the chunky one. The 3rd in the ranking is too slow and the lack of transition is too confusing.,,good:smooth,bad:slow,bad:no-animation,,,Static is Magic
618,sum,2,3,1,4,It doesn't have any of the confusing lines the 2nd and 3rd ranked ones have. The second ranked one makes more sense than the 3rd. The no transitions was the most confusing.,,,,bad:confusing,bad:extra_line,,Metaphor Unclear
619,max,2,2,1,3,I think the bar on the 2nd is not so intuitive since all the audience know there are only 2 dots left. The 1st is good with the transitions since the audience could understand that why the other dots just disappeared.,bad:not-intuitive,,good:fade-out,,,,Metaphor Unclear
620,min,2,2,1,3,This has the same reason as the last question with max. I think 1st should have a faster transition. 3rd is not so intuitive since we don't know why the other points were gone. There should be a visual experience when the dots are leaving.,,,,,,,Animation Should Be Slower
621,avg,2,1,3,4,"the bars are too extra, the shrinking is strange without the average line, and no transition doesn't suggest that the two points are averages.",bad:too_much,,bad:no_avg_line,bad:hard-to-tell-what-it-is,,,"Embellished Animation Unnecessary, Static is Magic"
622,median,2,1,3,4,the dropping is distracting and doesn't make it clear that it is the median. The fading out and no transition doesn't make it clear that it is the median.,,,bad:fading,,bad:dropping_is_distracting,,Couldn't Follow Complex Animations
623,stdev,2,1,3,4,"the bar chart confuses me, the fading-in and no transition feels like the box is unrelated to the points",bad:extra_confusing,,bad:no-meaning,bad:no-meaning,,,Metaphor Unclear
624,iqr,1,2,3,4,"More time to figure out the colors, boxes feel more related to the points.",,,,,good:colors,,
625,count,2,1,4,3,"The first place option was good since it smoothly put all the points at increments of 1 unit, so it was easy to tell. The 2nd place one did this but the transition was not as smooth and harder to follow (or at least uglier so I perceived it that way). The 3rd and 4th don't communicate anything towards ""count"", the 3rd place one doesn't have an animation so it is faster and more effective from time analysis only.",bad:not-smooth,good:smooth,bad:no-meaning,bad:no-meaning good:fast,,,
626,sum,2,1,4,3,"the 1st one has a line that communicates the points are tied together, so the sum makes more sense. The 2nd one lines them up together, but it makes me think of seperate points in a trend which is not useful, but since it morphs into the first place design, it is good. 3rd place was quicker than the 4th one due to no animation so it was better since 4th doesn't really tell me anything, it just shoves all the points together.",bad:shift,"good:extra_line, good:seems_like_summing",bad:no-meaning,good:fast,,,
627,max,1,1,2,3,The line displayed made me pay attention to the points. You could clearly tell the points were data points already in the set.,"good:extra_line, good:highlight",,,,,,
628,min,1,1,2,3,"Same reason as maximum but the fade is definitely way better than the immediate transition. As a user, I would like to make sure that the points were in the data set and the transition was just a filter.",,,,,,,
629,avg,1,2,4,3,"little difference between first and second, they just let you see the average clearly and distance from the average in the first one. fourth one just combines points which is useless so the third place gets 3rd for being faster than the 4th place one.",good:bars,,,good:fast,,,
630,median,1,2,4,3,"First and second both show which points are on which side of calculating the median which is the main clue in. First place lets you see the step by step so it gets first. Fourth place is just confusing, removing the dots doesn't hint me at median, it doesn't hint me towards anything especially since a new dot appears, it could be a new data set.  ","good:staging, good:separating",good:separating,"bad:no-meaning, bad:hard-to-tell-what-it-is",,,,Static is Magic
631,stdev,1,2,4,3,"Same answer as calculating the average. Averages are shown the same way and I feel none of them really convey the standard deviation other than it ""appearing""",,,,,none-of-them-makes-sense,,Metaphor Unclear
632,iqr,1,2,4,3,"Seeing the separation of points into quartiles step by step in the 1st place transition helps communicate the quartiles and the medians. Doing it step by step lets the user understand how the points are being separated. which puts it above the second one that does not do this. The 4th place one reveals no information, it is just a fade in so since it takes more time than 3rd place, it comes in last.",good:staging,,,bad:no-meaning,good:separating,Clear Metaphor,
633,count,3,2,1,4,"The one I ranked first conveyed count the best to me because it showed the elements being combined, and it was a smooth transition. The 2nd best was good because it arranged the points unit distance from each other which very clearly conveyed what it was doing. That may have been better than the first, but I liked the transition on the first better. Third and fourth place just weren't as good because the third transition was not smooth and the fourth had no transition at all and I had to figure out what to make of it with no context.",bad:not-smooth,good:spread-out-evenly,"good:collapse, good:smooth",,bad:no-meaning,Clear Metaphor,
634,sum,1,3,2,4,"The lines in the transition I ranked first were important in my mind because it showed that it wasn't just a count, it was summing the individual distances from 0. Third place was just like the 2nd place transition but with lines that didn't really convey any meaning to me. Fourth place again just had no context.",good:it_seems_like_summing,bad:extra_worthless,,bad:no-meaning,,Clear Metaphor,
635,max,2,2,3,1,"It is very obvious with the first one that it is the maximum, 2nd one animation was too slow",,,bad:too-long,,,,Animation Should Be Faster
636,min,3,3,2,1,"The ones with animations were too slow, it didn't seem like they were communicating anything",,,bad:too-long,,,,Animation Should Be Faster
637,avg,3,1,2,4,The first and second are similar in my mind but the horizontal line makes it more clear what it's being combined toward whereas the transition without the line is a little more ambiguous about what it's going toward until the transition ends. The third place was cool but seemed unnecessarily detailed. Fourth place was just unclear because there was no transition.,bad:too_much,good:avg_line,,,,Clear Metaphor,Embellished Animation Unnecessary
638,median,2,1,3,4,I ranked the third transition 1st place because I thought it did the best job of showing the separation of the top and bottom halves as well as the point added when there was no median point. 2nd place was just a little harder to follow because the transition tried to show each point individually but did it too quickly toward the end and it wasn't really necessary to go point-by-point because there's already a natural separation isn't going to have any interesting outlier points. The 3rd and 4th place transitions just didn't really give a good indication of what it was doing.,bad:too_fast,good:separating,bad:no-meaning,bad:no-meaning,,,Animation Should Be Slower
639,stdev,1,2,3,4,"I feel like this is a difficult concept to show, but the 1st place one did a good job because it showed finding the average as well as the individual distances which help understand where the standard deviations come from.","good:bars, good:mark_avg",,,,,,
640,iqr,2,1,3,4,"Given that I didn't understand interquartile range before this, I think the 3rd transition showed it best because it showed the distinctions between the quarters and showed where the median was. The color and position groupings were helpful to my understanding but as with a previous one, the 2nd place transition unnecessarily made each point distinct rather than grouping in the intuitive way. The 3rd and 4th place transitions just didn't really give a good indication of what was going on. ",bad:unnecessary,"good:median, good:colors, good:separating",bad:no-meaning,bad:no-meaning,,Understandalbe,
641,count,1,2,3,4,The more effective transitions have additional steps and detail. They decompose the process into fine-grained sub-steps,,,,,good:staging,,
642,sum,1,3,2,4,"The best transition uses additional details which accord with how one might imagine arranging elements if they were physical objects in the world. For the second-best transition, I chose the one I was more familiar with from the previous exercise over the one which overlays a single vertical line. I feel the single line does not map to a real-world object metaphor in the same way which the multiple-lines-as-sticks-stacked-end-to-end does, but I may just prefer the transition I was exposed to during the previous exercise due to some sort of priming bias.",good:it_seems_like_summing,bad:extra_worthless,good:as_familiar,,,Clear Metaphor,
643,max,3,3,1,2,They doní_í_Œét make much difference because max is easy to see ,,,,,no-diff-because-max-is-easy,,Animation unnecessary
644,min,3,3,1,2,"Same as max, actually the fade out is sort of helpful",,,,,,,
645,avg,1,2,3,4,The additional details in the superior transitions help me as an interpreter to anticipate the location of the calculated mean ,good:extra_line,good:extra_line,,,,,
646,median,2,1,3,4,"The use of color to delineate elements on either side of the median is really helpful, but in this case the additional animations don't provide additional clarity. Perhaps here, color is *so* useful, that the additional steps seem a superfluous distraction.",bad:extra_worthless,,,,"good:color,good:separation",Clear Metaphor,Embellished Animation Unnecessary
647,stdev,1,2,3,4,The animations which convey the process of averaging are also useful here.,,,,,good:mark_avg,,
648,iqr,2,1,3,4,I extend my reasoning from the median transition and apply it here. Color is supremely useful. Additional animations are distracting.,,good:color,,,bad:extra_distracting,Clear Metaphor,Embellished Animation Unnecessary
649,count,1,2,3,4,Being able to see what operation was happening. Especially seeing the dots being equally spaced and then aggregated helped.,,,,,,,
650,sum,1,2,3,4,"Again, the transition of being able to see the rank being aggregated helped much, along with the changing scale.",,,,,,,
651,max,1,1,2,3,"3rd is still abrupt and while it's easy tell the maxes of these two sets, if the points were more clumped together it might be difficult to see immediately that they are the maxes. 2nd is better because the other points fade out, giving the audience time to determine that those two points are the largest in their respective sets. 1st is the best because it clearly marks the max before the other points fade.","good:extra_line, good:highlight",,,bad:abrupt,,,Animation Should Be Slower
652,min,1,1,2,3,The reasoning is the same as for the previous graphs for maximum.,,,,,same_as_max,,
653,avg,1,3,2,4,seeing the bar graph enumerated as a distribution of the points really helped to contextualize what was happening in the graph.,,,,,,,
654,median,1,2,3,4,The first one was executing the actual process of finding the median by getting rid of numbers and so it was the best.,,,,,good:individual,Clear Metaphor,
