id,agg,rank-elaborate,play-elaborate,reset-elaborate,rank-simple,play-simple,reset-simple,rank-baseline,play-baseline,reset-baseline,rank-static,play-static,reset-static,compTime,rationale,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
4,avg,1,4,3,2,4,3,3,1,1,4,1,0,15111,"I like the last one with the fancy animation, but I do think the second from the left is enough for the most cases",Female,Associate or Bachelors degree,18-24,no,,Know well,"it is the means of a set of numbers, adding all the numbers together and dividing by the quantity in the set",Know well,it break down the population to 25th percentile and 75 percentile,Know well,"it is the middle value of a set of numbers, when ranking/ordering the set",Know well,how the values varies in a set. square root of the variance,8,< 1/d,< 1/d,< 1/w,sAQoU0lqT4hyzRLwpbchkHKy9Rv1,baseline
5,median,1,2,1,3,4,3,2,2,1,4,1,1,19817,"I like the 4th one from the left the most because it shows how the median is calculated, which mean the user can better ""trust"" the result. I don't get how the 3rd one from the left is relevant to median.  ",Female,Associate or Bachelors degree,18-24,no,,Know well,"it is the means of a set of numbers, adding all the numbers together and dividing by the quantity in the set",Know well,it break down the population to 25th percentile and 75 percentile,Know well,"it is the middle value of a set of numbers, when ranking/ordering the set",Know well,how the values varies in a set. square root of the variance,8,< 1/d,< 1/d,< 1/w,sAQoU0lqT4hyzRLwpbchkHKy9Rv1,baseline
6,stdev,1,6,5,2,2,1,3,2,1,4,1,0,22854,"I think the 4th one from the left the most because it shows how the data is distributed first, then  describe the standard deviation  ",Female,Associate or Bachelors degree,18-24,no,,Know well,"it is the means of a set of numbers, adding all the numbers together and dividing by the quantity in the set",Know well,it break down the population to 25th percentile and 75 percentile,Know well,"it is the middle value of a set of numbers, when ranking/ordering the set",Know well,how the values varies in a set. square root of the variance,8,< 1/d,< 1/d,< 1/w,sAQoU0lqT4hyzRLwpbchkHKy9Rv1,baseline
7,iqr,1,2,1,2,3,2,3,1,0,4,3,2,10933,I like the 4th one from the left the best because it show how the median is calculated.,Female,Associate or Bachelors degree,18-24,no,,Know well,"it is the means of a set of numbers, adding all the numbers together and dividing by the quantity in the set",Know well,it break down the population to 25th percentile and 75 percentile,Know well,"it is the middle value of a set of numbers, when ranking/ordering the set",Know well,how the values varies in a set. square root of the variance,8,< 1/d,< 1/d,< 1/w,sAQoU0lqT4hyzRLwpbchkHKy9Rv1,baseline
0,count,2,4,3,1,4,3,3,2,1,4,3,2,169405,"1st and second were close, they both described it in an intuitive manner, i just preferred the one i labeled 1st's transition for aesthetic purposes. 3rd is somewhat vague when they combined, but the value that they transition to lends itself to being a count if you had an idea of how many elements there were to begin with. The 4th simply showed no correlation between previous elements and the numbers that it ends up with, so you would have to have an idea of what you were looking for or the counts beforehand to know what you're looking at.",Male,"Some college, no degree",18-24,no,,Know well,sum / #elements,Know well,"Like median, but split the ordered list and half, take the medians, then the range is from the lower half median to the upper half median.",Know well,"n_i where the ordered list is [n_1, n_2, ..., n_i, ..., n_(i*2)]",Know,a means of measuring variance from the mean of a data set.,7,< 1/w,< 1/d,< 1/w,sJoBp1zun8TsTZxHqR47kyOpCld2,baseline
1,sum,1,12,11,3,14,13,2,7,6,4,3,2,85905,"1st could be improved by showing a stacking, but it gives an idea of summing the values of each element, where 3rd seems to simply squish them. 2nd they move up, and it's not the most intuitive, but the trend gives a hint as to sum. 4th had no intuition involved.",Male,"Some college, no degree",18-24,no,,Know well,sum / #elements,Know well,"Like median, but split the ordered list and half, take the medians, then the range is from the lower half median to the upper half median.",Know well,"n_i where the ordered list is [n_1, n_2, ..., n_i, ..., n_(i*2)]",Know,a means of measuring variance from the mean of a data set.,7,< 1/w,< 1/d,< 1/w,sJoBp1zun8TsTZxHqR47kyOpCld2,baseline
2,max,2,0,0,2,2,1,1,1,0,3,2,1,43736,1st and 2nd were pretty equivalent. 3rd was fine but was visually uninspiring. ,Male,"Some college, no degree",18-24,no,,Know well,sum / #elements,Know well,"Like median, but split the ordered list and half, take the medians, then the range is from the lower half median to the upper half median.",Know well,"n_i where the ordered list is [n_1, n_2, ..., n_i, ..., n_(i*2)]",Know,a means of measuring variance from the mean of a data set.,7,< 1/w,< 1/d,< 1/w,sJoBp1zun8TsTZxHqR47kyOpCld2,baseline
3,min,2,0,0,2,1,0,1,2,1,3,1,1,51233,1st and 2nd were practically equivalent and both demonstrated selecting the max by phasing out the others. 3rd was visually uninspiring.,Male,"Some college, no degree",18-24,no,,Know well,sum / #elements,Know well,"Like median, but split the ordered list and half, take the medians, then the range is from the lower half median to the upper half median.",Know well,"n_i where the ordered list is [n_1, n_2, ..., n_i, ..., n_(i*2)]",Know,a means of measuring variance from the mean of a data set.,7,< 1/w,< 1/d,< 1/w,sJoBp1zun8TsTZxHqR47kyOpCld2,baseline
4,avg,1,7,6,2,4,3,3,2,1,4,2,1,233647,"1st) Horizontal mark gives an idea of average separate from any element. The delta between that and each element gives an idea of equilibrium on either side.2nd)  transition is smooth, the horizontal mark gives an idea of average separate from any value. Elements are not being combined, but converge to an average.3rd) good, but values seem to be combined in some operation4th) no connection between first and second frames without inference.",Male,"Some college, no degree",18-24,no,,Know well,sum / #elements,Know well,"Like median, but split the ordered list and half, take the medians, then the range is from the lower half median to the upper half median.",Know well,"n_i where the ordered list is [n_1, n_2, ..., n_i, ..., n_(i*2)]",Know,a means of measuring variance from the mean of a data set.,7,< 1/w,< 1/d,< 1/w,sJoBp1zun8TsTZxHqR47kyOpCld2,baseline
5,median,2,3,3,1,3,2,3,4,3,4,1,0,253410,"1st) gives a good idea of splitting the dataset into halves and then taking the average of the middle 2 elements.2nd) same as above, but visually cluttered.3rd) doesn't give an idea of taking average between two middle elements, but seems to just add a new element instead4th) no correlation without inference",Male,"Some college, no degree",18-24,no,,Know well,sum / #elements,Know well,"Like median, but split the ordered list and half, take the medians, then the range is from the lower half median to the upper half median.",Know well,"n_i where the ordered list is [n_1, n_2, ..., n_i, ..., n_(i*2)]",Know,a means of measuring variance from the mean of a data set.,7,< 1/w,< 1/d,< 1/w,sJoBp1zun8TsTZxHqR47kyOpCld2,baseline
6,stdev,1,2,1,2,3,2,3,3,2,4,3,2,21489,"1st) gives an idea of relation between the deviation from mean and the standard deviation mark.2nd) gives an idea of equal sides to the deviation around an average, but not correlation between that and the elements individual deviation. 3rd) fine, but unclear that its not inner-quartile range4th) no correlation without inference.",Male,"Some college, no degree",18-24,no,,Know well,sum / #elements,Know well,"Like median, but split the ordered list and half, take the medians, then the range is from the lower half median to the upper half median.",Know well,"n_i where the ordered list is [n_1, n_2, ..., n_i, ..., n_(i*2)]",Know,a means of measuring variance from the mean of a data set.,7,< 1/w,< 1/d,< 1/w,sJoBp1zun8TsTZxHqR47kyOpCld2,baseline
7,iqr,2,2,1,1,4,3,3,1,0,4,2,1,76853,"1st) splits the dataset into quarters, then identifies the quartile marks and shows a transition to the range.2nd) same as first, but extra clutter3rd) unclear that it's not standard deviation without knowing that the upper and bottom side had to be equal lengths4th) no correlation without inference/description",Male,"Some college, no degree",18-24,no,,Know well,sum / #elements,Know well,"Like median, but split the ordered list and half, take the medians, then the range is from the lower half median to the upper half median.",Know well,"n_i where the ordered list is [n_1, n_2, ..., n_i, ..., n_(i*2)]",Know,a means of measuring variance from the mean of a data set.,7,< 1/w,< 1/d,< 1/w,sJoBp1zun8TsTZxHqR47kyOpCld2,baseline
0,count,2,3,2,1,3,2,4,5,4,3,3,2,27668,"The third one is really clear since it first ""stack"" all the points. The fourth one is similar to the third one, but has some useless and meaningless animation. The second chart's transition looked good, but meaningless, which made it worse than having no transition (which is the first chart)",Male,High school graduate (or equivalent),18-24,no,,Know well,sum(numbers) / |numbers|,Know well,The range from 25 percentile to 75 percentile,Know well,The number that is greater or equal to half of the numbers and less than equal to half of the numbers (if no duplicates),Know well,sqrt(E((X-mean)^2)),8,< 1/m,< 1/d,< 1/m,sch90BqKCJQW97Jr7DyseAQxxF22,static
1,sum,1,3,2,2,3,2,3,3,2,4,1,0,42115,"The fourth chart display how the values are accumulated, which is a very good transition. The second and third chart looked good, but the transition is not very helpful. But since the transition are not misleading, they are better than the first chart, which has no animation",Male,High school graduate (or equivalent),18-24,no,,Know well,sum(numbers) / |numbers|,Know well,The range from 25 percentile to 75 percentile,Know well,The number that is greater or equal to half of the numbers and less than equal to half of the numbers (if no duplicates),Know well,sqrt(E((X-mean)^2)),8,< 1/m,< 1/d,< 1/m,sch90BqKCJQW97Jr7DyseAQxxF22,static
2,max,2,0,0,2,1,0,1,1,1,3,1,0,279228,"The second chart is the best since the points irrelevant to the maximum gradually fades and disappears. The third chart's has some additional useless transition, which is somewhat better than the first one.",Male,High school graduate (or equivalent),18-24,no,,Know well,sum(numbers) / |numbers|,Know well,The range from 25 percentile to 75 percentile,Know well,The number that is greater or equal to half of the numbers and less than equal to half of the numbers (if no duplicates),Know well,sqrt(E((X-mean)^2)),8,< 1/m,< 1/d,< 1/m,sch90BqKCJQW97Jr7DyseAQxxF22,static
3,min,2,0,0,2,1,0,1,1,0,3,2,1,49058,"The same as the previous one. The second chart's transition fades out irrelevant information, the third chart has meaningless transition, but still better than the first one.",Male,High school graduate (or equivalent),18-24,no,,Know well,sum(numbers) / |numbers|,Know well,The range from 25 percentile to 75 percentile,Know well,The number that is greater or equal to half of the numbers and less than equal to half of the numbers (if no duplicates),Know well,sqrt(E((X-mean)^2)),8,< 1/m,< 1/d,< 1/m,sch90BqKCJQW97Jr7DyseAQxxF22,static
4,avg,1,1,0,2,2,1,3,2,1,4,1,0,34811,"The fourth chart shows the distance of each point to the average, which is clear. The second and third chart actually are in a tie, in that they both provides the transition of each data point to the average. The first chart is worse since it does not have any transition.",Male,High school graduate (or equivalent),18-24,no,,Know well,sum(numbers) / |numbers|,Know well,The range from 25 percentile to 75 percentile,Know well,The number that is greater or equal to half of the numbers and less than equal to half of the numbers (if no duplicates),Know well,sqrt(E((X-mean)^2)),8,< 1/m,< 1/d,< 1/m,sch90BqKCJQW97Jr7DyseAQxxF22,static
5,median,1,1,0,2,3,2,3,2,1,4,1,0,20840,"The fourth chart is the best int hat it helps the user count the median. The third chart does something similar, but not step by step. The second chart's transition is somewhat useless, but still better than having no transition.",Male,High school graduate (or equivalent),18-24,no,,Know well,sum(numbers) / |numbers|,Know well,The range from 25 percentile to 75 percentile,Know well,The number that is greater or equal to half of the numbers and less than equal to half of the numbers (if no duplicates),Know well,sqrt(E((X-mean)^2)),8,< 1/m,< 1/d,< 1/m,sch90BqKCJQW97Jr7DyseAQxxF22,static
6,stdev,1,1,0,2,1,0,3,2,1,4,1,0,48385,The last two charts are in a tie. They demonstrate how the deviation is formed. The second chart's transition actually has nothing to do with standard deviation. It is basically the same as the first one.,Male,High school graduate (or equivalent),18-24,no,,Know well,sum(numbers) / |numbers|,Know well,The range from 25 percentile to 75 percentile,Know well,The number that is greater or equal to half of the numbers and less than equal to half of the numbers (if no duplicates),Know well,sqrt(E((X-mean)^2)),8,< 1/m,< 1/d,< 1/m,sch90BqKCJQW97Jr7DyseAQxxF22,static
7,iqr,1,1,0,2,2,1,3,2,1,4,1,0,14261,"The last two charts are in a tie. The third one demonstrate how the range is formed, and the fourth one demonstrates how the  median was found. The second chart's transition actually has nothing to do with standard deviation or median. It is basically the same as the first one.",Male,High school graduate (or equivalent),18-24,no,,Know well,sum(numbers) / |numbers|,Know well,The range from 25 percentile to 75 percentile,Know well,The number that is greater or equal to half of the numbers and less than equal to half of the numbers (if no duplicates),Know well,sqrt(E((X-mean)^2)),8,< 1/m,< 1/d,< 1/m,sch90BqKCJQW97Jr7DyseAQxxF22,static
0,count,2,2,1,1,3,2,3,4,3,4,4,4,52140,I liked how the line up of data points emphasized the count.,Male,Associate or Bachelors degree,25-34,no,,Know well,Mean - Summation of all numbers over # of elements,IDK,,Know well,"Middle value in an ordered list of numbers or data points, or average of 2 middle points if even number of values.",Know,Within one standard deviation away from the mean is the range roughly 70% of values fall into in a normal distribution,5,< 1/d,< 1/d,< 1/d,tKjDeH6nmuawhYDNNK57KPByl4C2,baseline
1,sum,1,3,2,3,4,4,2,2,1,4,1,0,44154,Seeing the relative value each data point contributed before summing was nice.,Male,Associate or Bachelors degree,25-34,no,,Know well,Mean - Summation of all numbers over # of elements,IDK,,Know well,"Middle value in an ordered list of numbers or data points, or average of 2 middle points if even number of values.",Know,Within one standard deviation away from the mean is the range roughly 70% of values fall into in a normal distribution,5,< 1/d,< 1/d,< 1/d,tKjDeH6nmuawhYDNNK57KPByl4C2,baseline
2,max,2,0,0,2,2,1,1,2,1,3,1,0,87695,"It was clear which point was the maximum, and focus was drawn well. I didn't think the line was necessary.",Male,Associate or Bachelors degree,25-34,no,,Know well,Mean - Summation of all numbers over # of elements,IDK,,Know well,"Middle value in an ordered list of numbers or data points, or average of 2 middle points if even number of values.",Know,Within one standard deviation away from the mean is the range roughly 70% of values fall into in a normal distribution,5,< 1/d,< 1/d,< 1/d,tKjDeH6nmuawhYDNNK57KPByl4C2,baseline
3,min,2,0,0,2,1,0,1,1,0,3,1,0,37799,"Same as maximum, the fade away of non minimum points highlighted the min.",Male,Associate or Bachelors degree,25-34,no,,Know well,Mean - Summation of all numbers over # of elements,IDK,,Know well,"Middle value in an ordered list of numbers or data points, or average of 2 middle points if even number of values.",Know,Within one standard deviation away from the mean is the range roughly 70% of values fall into in a normal distribution,5,< 1/d,< 1/d,< 1/d,tKjDeH6nmuawhYDNNK57KPByl4C2,baseline
4,avg,2,3,2,1,3,2,3,2,1,4,1,0,70329,"In this case I did like the horizontal lines at the mean, as it isn't necessarily an existing point. The version showing deviation from the mean was nice as well.",Male,Associate or Bachelors degree,25-34,no,,Know well,Mean - Summation of all numbers over # of elements,IDK,,Know well,"Middle value in an ordered list of numbers or data points, or average of 2 middle points if even number of values.",Know,Within one standard deviation away from the mean is the range roughly 70% of values fall into in a normal distribution,5,< 1/d,< 1/d,< 1/d,tKjDeH6nmuawhYDNNK57KPByl4C2,baseline
5,median,3,1,0,1,3,2,2,2,1,4,1,0,36978,Showing the split of values greater/lesser than the median really drives the point home. ,Male,Associate or Bachelors degree,25-34,no,,Know well,Mean - Summation of all numbers over # of elements,IDK,,Know well,"Middle value in an ordered list of numbers or data points, or average of 2 middle points if even number of values.",Know,Within one standard deviation away from the mean is the range roughly 70% of values fall into in a normal distribution,5,< 1/d,< 1/d,< 1/d,tKjDeH6nmuawhYDNNK57KPByl4C2,baseline
6,stdev,1,4,3,2,2,1,3,1,0,4,1,0,51249,I liked seeing how far each point deviated from the mean before the one standard deviation boxes were drawn.,Male,Associate or Bachelors degree,25-34,no,,Know well,Mean - Summation of all numbers over # of elements,IDK,,Know well,"Middle value in an ordered list of numbers or data points, or average of 2 middle points if even number of values.",Know,Within one standard deviation away from the mean is the range roughly 70% of values fall into in a normal distribution,5,< 1/d,< 1/d,< 1/d,tKjDeH6nmuawhYDNNK57KPByl4C2,baseline
7,iqr,2,2,1,1,3,2,3,1,0,4,1,0,13546,Seeing precisely which points fit into which quartile was great. Seeing them classified simultaneously was better than two at a time.,Male,Associate or Bachelors degree,25-34,no,,Know well,Mean - Summation of all numbers over # of elements,IDK,,Know well,"Middle value in an ordered list of numbers or data points, or average of 2 middle points if even number of values.",Know,Within one standard deviation away from the mean is the range roughly 70% of values fall into in a normal distribution,5,< 1/d,< 1/d,< 1/d,tKjDeH6nmuawhYDNNK57KPByl4C2,baseline
0,count,1,2,1,2,2,1,3,1,0,4,4,3,54783,Showing how each value gets counted is intuitive before collapsing,Female,"Some college, no degree",18-24,no,,Know well,Add up all numbers and divide by count,Know well,25-75th percentile,Know well,Ordering the numbers and picking the middle one,Know well,The average deviation from the mean,8,< 1/m,< 1/w,< 1/m,tVt24ia408SpzTQ9wURpqaKdd5J2,static
1,sum,2,1,0,3,2,1,1,1,0,4,1,0,39039,The diagonal in the fourth transition added an extra confusing element. The second one was elegant,Female,"Some college, no degree",18-24,no,,Know well,Add up all numbers and divide by count,Know well,25-75th percentile,Know well,Ordering the numbers and picking the middle one,Know well,The average deviation from the mean,8,< 1/m,< 1/w,< 1/m,tVt24ia408SpzTQ9wURpqaKdd5J2,static
2,max,2,0,0,2,1,0,1,1,0,3,1,0,36455,The extra line isnäó»t helpful in the third transition. The second is elegant,Female,"Some college, no degree",18-24,no,,Know well,Add up all numbers and divide by count,Know well,25-75th percentile,Know well,Ordering the numbers and picking the middle one,Know well,The average deviation from the mean,8,< 1/m,< 1/w,< 1/m,tVt24ia408SpzTQ9wURpqaKdd5J2,static
3,min,2,0,0,2,1,0,1,1,0,3,1,0,22324,"For the same reason as the maximum transitions, the second is best",Female,"Some college, no degree",18-24,no,,Know well,Add up all numbers and divide by count,Know well,25-75th percentile,Know well,Ordering the numbers and picking the middle one,Know well,The average deviation from the mean,8,< 1/m,< 1/w,< 1/m,tVt24ia408SpzTQ9wURpqaKdd5J2,static
4,avg,2,1,0,1,2,1,3,5,4,4,1,0,27073,Itäó»s nice to see where the average will be before dots start moving,Female,"Some college, no degree",18-24,no,,Know well,Add up all numbers and divide by count,Know well,25-75th percentile,Know well,Ordering the numbers and picking the middle one,Know well,The average deviation from the mean,8,< 1/m,< 1/w,< 1/m,tVt24ia408SpzTQ9wURpqaKdd5J2,static
5,median,1,1,0,2,1,0,3,1,0,4,1,0,72163,The colors really helped separate the high from low values,Female,"Some college, no degree",18-24,no,,Know well,Add up all numbers and divide by count,Know well,25-75th percentile,Know well,Ordering the numbers and picking the middle one,Know well,The average deviation from the mean,8,< 1/m,< 1/w,< 1/m,tVt24ia408SpzTQ9wURpqaKdd5J2,static
6,stdev,1,1,0,2,1,0,3,1,0,4,1,0,42471,"I didnäó»t particularly think any were intuitive, because I donäó»t often see standard deviation represented in charts ",Female,"Some college, no degree",18-24,no,,Know well,Add up all numbers and divide by count,Know well,25-75th percentile,Know well,Ordering the numbers and picking the middle one,Know well,The average deviation from the mean,8,< 1/m,< 1/w,< 1/m,tVt24ia408SpzTQ9wURpqaKdd5J2,static
7,iqr,2,2,1,1,2,1,3,1,0,4,1,0,29385,"The fourth one had too much movement in addition to a lot of color, so it was confusing",Female,"Some college, no degree",18-24,no,,Know well,Add up all numbers and divide by count,Know well,25-75th percentile,Know well,Ordering the numbers and picking the middle one,Know well,The average deviation from the mean,8,< 1/m,< 1/w,< 1/m,tVt24ia408SpzTQ9wURpqaKdd5J2,static
0,count,1,1,0,2,1,0,3,1,0,4,1,0,26300,"I like the explicit ordering of the points, then an aggregation into a count.",Male,Less than high school,65+,no,,IDK,,IDK,,IDK,,IDK,,0,never,never,never,taVfIT8UuqQA2XFb4HYqfilcrcC2,elaborate
1,sum,1,1,0,2,1,0,3,1,0,4,1,0,20446,"I like the visual use of the vertical lines, and then their aggregation as the scale changes.",Male,Less than high school,65+,no,,IDK,,IDK,,IDK,,IDK,,0,never,never,never,taVfIT8UuqQA2XFb4HYqfilcrcC2,elaborate
2,max,1,0,0,1,1,0,2,1,0,3,1,0,27097,The horizontal line through the max point draws attention to the max.,Male,Less than high school,65+,no,,IDK,,IDK,,IDK,,IDK,,0,never,never,never,taVfIT8UuqQA2XFb4HYqfilcrcC2,elaborate
3,min,1,0,0,1,1,0,2,1,0,3,1,0,24856,The horizontal line drawn through the min focuses my attention there.,Male,Less than high school,65+,no,,IDK,,IDK,,IDK,,IDK,,0,never,never,never,taVfIT8UuqQA2XFb4HYqfilcrcC2,elaborate
4,avg,1,1,0,2,1,0,3,1,0,4,1,0,17025,"The explicit vertical lines show the different weightings by value, which is quite compelling.",Male,Less than high school,65+,no,,IDK,,IDK,,IDK,,IDK,,0,never,never,never,taVfIT8UuqQA2XFb4HYqfilcrcC2,elaborate
5,median,1,1,0,2,1,0,3,1,0,4,1,0,29903,The explicit counting into the center is quite reminiscent of counting on both sides to find the median.,Male,Less than high school,65+,no,,IDK,,IDK,,IDK,,IDK,,0,never,never,never,taVfIT8UuqQA2XFb4HYqfilcrcC2,elaborate
6,stdev,1,1,0,2,1,0,3,1,0,4,1,0,21636,"Vertical lines explicitly show sum, which is more evocative of average.",Male,Less than high school,65+,no,,IDK,,IDK,,IDK,,IDK,,0,never,never,never,taVfIT8UuqQA2XFb4HYqfilcrcC2,elaborate
7,iqr,1,1,0,2,1,0,3,1,0,4,1,0,13561,"I like the counting in with colors, makes it clear that this is median.",Male,Less than high school,65+,no,,IDK,,IDK,,IDK,,IDK,,0,never,never,never,taVfIT8UuqQA2XFb4HYqfilcrcC2,elaborate
0,count,2,2,1,1,2,1,3,4,3,4,4,3,56126,how well the change vertical scale corresponded to where the points on the chart were.,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
1,sum,1,4,3,3,4,4,2,3,2,4,4,4,38296,The use of animations to convey the concept of individual elements being added together,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
2,max,2,0,0,2,3,2,1,4,3,3,4,4,27765,More deliberate ways to show that we were only looking a one element in a set rather than some aggregation.,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
3,min,2,0,0,2,1,0,1,1,0,3,2,2,16654,More deliberate ways to show that we are looking at a single element in a set.,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
4,avg,1,3,2,2,2,1,3,2,1,4,3,2,19771,The use of the line to explicitly show where the new value of the point will be.,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
5,median,1,2,1,2,3,2,3,4,3,4,1,1,16094,How the transitions display that a central item was chosen.,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
6,stdev,2,3,2,3,2,1,1,2,1,4,1,1,19293,Being able to see the data and the bar helps,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
7,iqr,2,6,5,1,6,5,3,2,1,4,2,2,188,Showing how the data is separated into the quartiles helps visually show the interquartile range with median.,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
0,count,2,2,1,1,2,1,3,1,0,4,3,3,34921,The ones with smoothness and continuity made it easier to track the dots,Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
1,sum,3,1,0,1,2,1,2,2,1,4,1,0,31728,"The gathering of dots was helpful.  The one where they went diagonal was confusing, but still better than the static one",Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
2,max,2,0,0,2,1,0,1,1,0,3,1,0,22472,The smooth ones were better.  The one with the lines sticking out seemed unnecessary,Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
3,min,2,0,0,2,1,0,1,1,0,3,1,0,24665,The smooth ones were better than the abrupt one but the lines sticking out of one of them seemed unnecessary,Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
4,avg,1,1,0,2,1,0,3,2,1,4,1,0,108526,"The one with the mini plots was effective since it showed what was going on.  The one with the horizontal lines was good because it showed where the average would be, and it is not always where a dot is.  The one without the horizontals was still better than static one",Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
5,median,1,3,2,2,3,2,3,1,0,4,1,1,34281,The one where they bounce towards each other is smy favorite because it shows the idea that the median means being in the middle which means having the same number of points on each side.  The other one with different colored dots was good too.,Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
