id,animAgg,textAgg,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
1,count,count,TRUE,10,10,15169,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
10,sum,count,FALSE,3,3,7221,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
11,count,max,FALSE,1,1,3622,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
12,sum,max,FALSE,3,2,5401,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
13,iqr,iqr,FALSE,2,2,6067,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
14,median,avg,FALSE,3,3,5514,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
15,stdev,iqr,TRUE,3,3,4634,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
16,median,median,FALSE,7,7,6360,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
17,avg,avg,FALSE,5,4,6255,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
18,stdev,stdev,FALSE,2,2,6302,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
19,sum,sum,FALSE,4,4,13221,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
2,sum,sum,TRUE,1,1,2714,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
20,count,sum,FALSE,9,9,13512,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
21,sum,count,FALSE,2,2,3552,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
22,avg,median,FALSE,5,5,13277,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
23,stdev,iqr,FALSE,3,3,5281,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
24,sum,max,FALSE,2,2,6969,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
25,median,avg,TRUE,6,5,16675,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
26,max,max,FALSE,1,1,2829,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
27,iqr,iqr,FALSE,3,3,5538,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
28,count,count,FALSE,2,2,9726,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
29,min,min,FALSE,1,1,5150,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
3,stdev,stdev,FALSE,5,5,8965,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
30,max,count,FALSE,1,1,2791,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
31,count,max,FALSE,1,1,2626,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
32,avg,avg,FALSE,3,3,5804,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
33,median,median,FALSE,2,2,5046,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
34,iqr,stdev,FALSE,3,3,7163,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
35,max,sum,FALSE,1,1,3414,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
36,min,min,FALSE,1,1,2983,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
37,avg,median,FALSE,3,3,7496,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
38,max,sum,FALSE,4,4,5380,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
39,stdev,stdev,FALSE,2,2,4210,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
4,max,count,FALSE,7,7,7037,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
40,median,avg,TRUE,3,3,5521,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
41,sum,count,FALSE,6,6,6650,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
42,stdev,iqr,FALSE,2,2,4812,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
43,avg,avg,FALSE,3,2,5694,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
44,count,count,FALSE,2,1,5385,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
45,iqr,stdev,FALSE,3,3,5613,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
46,sum,max,FALSE,5,5,8593,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
47,max,max,FALSE,1,1,2884,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
48,iqr,iqr,FALSE,1,1,4517,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
49,max,count,FALSE,1,1,2416,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
5,avg,median,TRUE,3,3,8692,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
50,count,max,FALSE,1,1,2641,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
51,median,median,FALSE,3,3,4438,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
52,count,sum,FALSE,1,1,3444,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
53,sum,sum,FALSE,2,2,3960,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
54,iqr,stdev,FALSE,3,3,6195,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
55,count,sum,FALSE,3,3,5010,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
56,min,min,FALSE,1,1,2757,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
57,median,median,FALSE,2,2,3677,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
58,iqr,iqr,TRUE,5,5,7806,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
59,sum,count,FALSE,2,2,3946,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
6,count,sum,FALSE,4,4,6222,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
60,stdev,stdev,FALSE,1,1,4386,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
